"","core.id","Sample.Tree","plot","core.x","core.y","soil.mass","dry.mass","sample.id","soil.dry.mass.conv","nh.con","no.con","core.id.mrg"
"156","LEPP_T_2.3","LEPP _ 2","LEPP",32.74778136,14.66663841,5.04,3.0953115228,2.3,0.614149111666667,3586.353,258.42965,"LEPP _T_ 2.3"
"157","LEPP_T_20.1","LEPP _ 20","LEPP",35.04778136,175.2666384,5.15,3.12152867595,20.1,0.606122073,1569.401,268.9046,"LEPP _T_ 20.1"
"158","LEPP_T_20.2","LEPP _ 20","LEPP",35.49559856,174.1326137,5.03,3.04879402719,20.2,0.606122073,1699.627,64.2176,"LEPP _T_ 20.2"
"159","LEPP_T_20.3","LEPP _ 20","LEPP",35.20177538,172.9493047,5.14,3.11546745522,20.3,0.606122073,NA,NA,"LEPP _T_ 20.3"
"160","LEPP_T_3.1","LEPP _ 3","LEPP",12.19769473,28.10307986,5.18,2.91204343000667,3.1,0.562170546333333,1789.97,122.1656,"LEPP _T_ 3.1"
"161","LEPP_T_3.2","LEPP _ 3","LEPP",11.80048832,29.25580676,5.19,2.91766513547,3.2,0.562170546333333,1798.161,116.6038,"LEPP _T_ 3.2"
"162","LEPP_T_3.3","LEPP _ 3","LEPP",13.19037876,27.39517404,4.98,2.79960932074,3.3,0.562170546333333,948.87895,111.93515,"LEPP _T_ 3.3"
"163","LEPP_T_4.1","LEPP _ 4","LEPP",18.40062148,25.31933662,4.94,2.98198574301333,4.1,0.603640838666667,1197.9675,36.93105,"LEPP _T_ 4.1"
"164","LEPP_T_4.2","LEPP _ 4","LEPP",16.08726872,25.52463774,4.96,2.99405855978667,4.2,0.603640838666667,921.4198,0,"LEPP _T_ 4.2"
"165","LEPP_T_4.3","LEPP _ 4","LEPP",17.27679742,25.79217034,5.07,3.06045905204,4.3,0.603640838666667,1134.692,150.8089,"LEPP _T_ 4.3"
"166","LEPP_T_5.1","LEPP _ 5","LEPP",15.24363466,64.14261559,5.05,2.8558817974,5.1,0.565521148,1275.065,141.3538,"LEPP _T_ 5.1"
"167","LEPP_T_5.2","LEPP _ 5","LEPP",14.35337603,64.9756773,5.03,2.84457137444,5.2,0.565521148,1204.0085,65.1572,"LEPP _T_ 5.2"
"168","LEPP_T_5.3","LEPP _ 5","LEPP",14.11222935,66.17083441,5.03,2.84457137444,5.3,0.565521148,1876.385,207.40015,"LEPP _T_ 5.3"
"169","LEPP_T_6.1","LEPP _ 6","LEPP",15.36787159,68.02460812,5.17,3.12949477863,6.1,0.605318139,2227.4705,338.3805,"LEPP _T_ 6.1"
"170","LEPP_T_6.2","LEPP _ 6","LEPP",14.68213435,69.03273344,4.96,3.00237796944,6.2,0.605318139,1332.9815,90.79745,"LEPP _T_ 6.2"
"171","LEPP_T_6.3","LEPP _ 6","LEPP",16.51151464,67.60195837,5.07,3.06896296473,6.3,0.605318139,1059.3595,5.87065,"LEPP _T_ 6.3"
"172","LEPP_T_7.1","LEPP _ 7","LEPP",24.99324236,61.5239896,4.91,2.87275744653,7.1,0.585082983,1904.234,17.8819,"LEPP _T_ 7.1"
"173","LEPP_T_7.2","LEPP _ 7","LEPP",23.77519212,61.47008376,5,2.925414915,7.2,0.585082983,410.09815,81.5645,"LEPP _T_ 7.2"
"174","LEPP_T_7.3","LEPP _ 7","LEPP",25.95365736,62.2750923,5.11,2.98977404313,7.3,0.585082983,NA,NA,"LEPP _T_ 7.3"
"175","LEPP_T_8.1","LEPP _ 8","LEPP",19.13726872,69.52463774,5.12,2.82025678848,8.1,0.550831404,1124.556,243.27375,"LEPP _T_ 8.1"
"176","LEPP_T_8.2","LEPP _ 8","LEPP",20.32679742,69.79217034,5.06,2.78720690424,8.2,0.550831404,1219.2735,398.9853,"LEPP _T_ 8.2"
"177","LEPP_T_8.3","LEPP _ 8","LEPP",21.45062148,69.31933662,4.9,2.6990738796,8.3,0.550831404,976.8313,82.2789,"LEPP _T_ 8.3"
"178","LEPP_T_9.1","LEPP _ 9","LEPP",38.07024714,83.59850161,5.01,3.19699174104,9.1,0.638122104,2061.194,902.76395,"LEPP _T_ 9.1"
"179","LEPP_T_9.2","LEPP _ 9","LEPP",39.14790811,84.1687639,5,3.19061052,9.2,0.638122104,1026.4695,616.1923,"LEPP _T_ 9.2"
"180","LEPP_T_9.3","LEPP _ 9","LEPP",37.52393675,82.5085029,5.04,3.21613540416,9.3,0.638122104,1001.11605,322.7495,"LEPP _T_ 9.3"
"181","LEPS_T_1.1","LEPS _ 1","LEPS",30.11195778,15.67185694,5.05,3.0547269311,1.1,0.604896422,1213.335,68.18885,"LEPS _T_ 1.1"
"182","LEPS_T_1.2","LEPS _ 1","LEPS",29.3397881,16.61541734,5.01,3.03053107422,1.2,0.604896422,1984.9835,20.37915,"LEPS _T_ 1.2"
"183","LEPS_T_1.3","LEPS _ 1","LEPS",29.25894396,17.83197661,5.11,3.09102071642,1.3,0.604896422,1113.2225,44.5712,"LEPS _T_ 1.3"
"184","LEPS_T_10.1","LEPS _ 10","LEPS",28.62443673,54.54350254,5.1,3.0834631331,10.1,0.604600614333333,1706.167,590.3267,"LEPS _T_ 10.1"
"185","LEPS_T_10.2","LEPS _ 10","LEPS",29.83890934,54.6512454,5.03,3.04114109009667,10.2,0.604600614333333,1509.2245,261.21055,"LEPS _T_ 10.2"
"186","LEPS_T_10.3","LEPS _ 10","LEPS",30.89026653,54.0338312,4.89,2.95649700409,10.3,0.604600614333333,1289.8565,528.4646,"LEPS _T_ 10.3"
"187","LEPS_T_11.1","LEPS _ 11","LEPS",16.30057568,58.38062417,4.92,2.97463502252,11.1,0.604600614333333,1193.9075,249.7495,"LEPS _T_ 11.1"
"188","LEPS_T_11.2","LEPS _ 11","LEPS",15.17673737,57.90782433,5.15,3.11369316381667,11.2,0.604600614333333,1273.304,118.7789,"LEPS _T_ 11.2"
"189","LEPS_T_11.3","LEPS _ 11","LEPS",13.98721673,58.17539278,5.19,3.13787718839,11.3,0.604600614333333,1959.114,119.8018,"LEPS _T_ 11.3"
"190","LEPS_T_12.1","LEPS _ 12","LEPS",9.619981302,79.63811545,5.05,3.05323310238333,12.1,0.604600614333333,1253.6775,171.11345,"LEPS _T_ 12.1"
"191","LEPS_T_12.2","LEPS _ 12","LEPS",11.68224002,78.57001501,5.07,3.06532511467,12.2,0.604600614333333,2570.407,405.94805,"LEPS _T_ 12.2"
"192","LEPS_T_12.3","LEPS _ 12","LEPS",10.48019302,78.77406219,5.18,3.13183118224667,12.3,0.604600614333333,1509.7365,624.53505,"LEPS _T_ 12.3"
"193","LEPS_T_13.1","LEPS _ 13","LEPS",11.75340541,76.07437535,5.12,3.09555514538667,13.1,0.604600614333333,1270.429,164.5381,"LEPS _T_ 13.1"
"194","LEPS_T_13.2","LEPS _ 13","LEPS",12.64368914,76.90741022,4.91,2.96858901637667,13.2,0.604600614333333,1737.5885,385.41675,"LEPS _T_ 13.2"
"195","LEPS_T_13.3","LEPS _ 13","LEPS",11.51222269,74.87922551,4.87,2.94440499180333,13.3,0.604600614333333,1915.72,231.9965,"LEPS _T_ 13.3"
"196","LEPS_T_14.1","LEPS _ 14","LEPS",32.69026653,90.8338312,5.16,3.11973916996,14.1,0.604600614333333,1345.662,112.7403,"LEPS _T_ 14.1"
"197","LEPS_T_14.2","LEPS _ 14","LEPS",30.42443673,91.34350254,4.84,2.92626697337333,14.2,0.604600614333333,1317.115,80.53445,"LEPS _T_ 14.2"
"198","LEPS_T_14.3","LEPS _ 14","LEPS",31.63890934,91.4512454,4.98,3.01091105938,14.3,0.604600614333333,1597.827,419.76975,"LEPS _T_ 14.3"
"199","LEPS_T_15.1","LEPS _ 15","LEPS",30.87519212,132.1700838,4.98,3.01091105938,15.1,0.604600614333333,1111.24,28.60245,"LEPS _T_ 15.1"
"200","LEPS_T_15.2","LEPS _ 15","LEPS",33.05365736,132.9750923,5.15,3.11369316381667,15.2,0.604600614333333,1186.6715,206.40575,"LEPS _T_ 15.2"
"201","LEPS_T_15.3","LEPS _ 15","LEPS",32.09324236,132.2239896,5.17,3.12578517610333,15.3,0.604600614333333,1163.156,485.4901,"LEPS _T_ 15.3"
"202","LEPS_T_16.1","LEPS _ 16","LEPS",26.87024714,139.8985016,5.01,3.02904907781,16.1,0.604600614333333,1077.241,113.2771,"LEPS _T_ 16.1"
"203","LEPS_T_16.2","LEPS _ 16","LEPS",27.94790811,140.4687639,5.11,3.08950913924333,16.2,0.604600614333333,1387.905,221.39795,"LEPS _T_ 16.2"
"204","LEPS_T_16.3","LEPS _ 16","LEPS",26.32393675,138.8085029,4.93,2.98068102866333,16.3,0.604600614333333,1312.1825,308.36765,"LEPS _T_ 16.3"
"205","LEPS_T_17.1","LEPS _ 17","LEPS",25.73993971,157.19,5.05,3.0000807902,17.1,0.594075404,1182.0125,31.1521,"LEPS _T_ 17.1"
"206","LEPS_T_17.2","LEPS _ 17","LEPS",27.63087067,158.5383804,4.9,2.9109694796,17.2,0.594075404,1299.331,60.98585,"LEPS _T_ 17.2"
"207","LEPS_T_17.3","LEPS _ 17","LEPS",26.90117328,157.5616031,4.93,2.92879174172,17.3,0.594075404,1119.9625,273.7697,"LEPS _T_ 17.3"
"208","LEPS_T_18.1","LEPS _ 18","LEPS",23.33324236,155.3839896,5.17,3.12578517610333,18.1,0.604600614333333,1077.2415,73.4223,"LEPS _T_ 18.1"
"209","LEPS_T_18.2","LEPS _ 18","LEPS",22.11519212,155.3300838,5.11,3.08950913924333,18.2,0.604600614333333,1131.461,0,"LEPS _T_ 18.2"
"210","LEPS_T_18.3","LEPS _ 18","LEPS",24.29365736,156.1350923,5.13,3.10160115153,18.3,0.604600614333333,1211.749,173.9315,"LEPS _T_ 18.3"
"211","LEPS_T_19.1","LEPS _ 19","LEPS",15.65892943,182.9180819,4.85,2.91687602445,19.1,0.601417737,1928.978,0,"LEPS _T_ 19.1"
"212","LEPS_T_19.2","LEPS _ 19","LEPS",15.73981024,184.1346387,5.03,3.02513121711,19.2,0.601417737,1086.3605,141.45725,"LEPS _T_ 19.2"
"213","LEPS_T_19.3","LEPS _ 19","LEPS",16.51200837,185.0781759,5,3.007088685,19.3,0.601417737,1801.478,148.9935,"LEPS _T_ 19.3"
"214","LEPS_T_2.1","LEPS _ 2","LEPS",31.50341658,28.46519977,5,3.02300307166667,2.1,0.604600614333333,1289.262,84.42595,"LEPS _T_ 2.1"
"215","LEPS_T_2.2","LEPS _ 2","LEPS",33.38229738,27.10007835,5.24,3.16810721910667,2.2,0.604600614333333,1207.7845,866.08965,"LEPS _T_ 2.2"
"216","LEPS_T_2.3","LEPS _ 2","LEPS",32.22440999,27.48198019,4.96,2.99881904709333,2.3,0.604600614333333,2368.001,591.266,"LEPS _T_ 2.3"
"217","LEPS_T_20.1","LEPS _ 20","LEPS",31.62769473,180.8230799,5.01,3.13149900702,20.1,0.625049702,1234.547,479.48475,"LEPS _T_ 20.1"
"218","LEPS_T_20.2","LEPS _ 20","LEPS",31.23048832,181.9758068,4.92,3.07524453384,20.2,0.625049702,1359.5095,360.31595,"LEPS _T_ 20.2"
"219","LEPS_T_20.3","LEPS _ 20","LEPS",32.62037876,180.115174,5.15,3.2190059653,20.3,0.625049702,1116.9795,468.3876,"LEPS _T_ 20.3"
"220","LEPS_T_3.1","LEPS _ 3","LEPS",36.10057568,38.08062417,4.88,2.95045099794667,3.1,0.604600614333333,2958.6465,430.7965,"LEPS _T_ 3.1"
"221","LEPS_T_3.2","LEPS _ 3","LEPS",34.97673737,37.60782433,4.96,2.99881904709333,3.2,0.604600614333333,1218.4895,208.82115,"LEPS _T_ 3.2"
"222","LEPS_T_3.3","LEPS _ 3","LEPS",33.78721673,37.87539278,5.08,3.07137112081333,3.3,0.604600614333333,2313.461,634.60135,"LEPS _T_ 3.3"
"223","LEPS_T_4.1","LEPS _ 4","LEPS",36.80360275,38.16430152,5.02,3.02569091046,4.1,0.602727273,1263.3915,62.1502,"LEPS _T_ 4.1"
"224","LEPS_T_4.2","LEPS _ 4","LEPS",34.77043037,39.28678076,4.99,3.00760909227,4.2,0.602727273,1223.644,216.3359,"LEPS _T_ 4.2"
"225","LEPS_T_4.3","LEPS _ 4","LEPS",35.96663591,39.05088978,5.01,3.01966363773,4.3,0.602727273,1827.789,236.06205,"LEPS _T_ 4.3"
"226","LEPS_T_5.1","LEPS _ 5","LEPS",16.57438116,41.30652084,4.95,2.9672138826,5.1,0.599437148,1293.425,232.43885,"LEPS _T_ 5.1"
"227","LEPS_T_5.2","LEPS _ 5","LEPS",18.84022632,41.81612388,4.91,2.94323639668,5.2,0.599437148,1693.083,336.1686,"LEPS _T_ 5.2"
"228","LEPS_T_5.3","LEPS _ 5","LEPS",17.78885052,41.19874137,5.04,3.02116322592,5.3,0.599437148,1244.7565,151.3874,"LEPS _T_ 5.3"
"229","LEPS_T_6.1","LEPS _ 6","LEPS",26.98799333,43.00385277,4.87,2.94440499180333,6.1,0.604600614333333,1600.7015,54.50135,"LEPS _T_ 6.1"
"230","LEPS_T_6.2","LEPS _ 6","LEPS",26.13543704,42.13224505,5.12,3.09555514538667,6.2,0.604600614333333,1068.32,59.4664,"LEPS _T_ 6.2"
"231","LEPS_T_6.3","LEPS _ 6","LEPS",24.93523674,41.91760236,5.24,3.16810721910667,6.3,0.604600614333333,1429.618,239.95355,"LEPS _T_ 6.3"
"232","LEPS_T_7.1","LEPS _ 7","LEPS",32.54363466,54.99261559,4.93,2.98068102866333,7.1,0.604600614333333,1160.5035,297.3874,"LEPS _T_ 7.1"
"233","LEPS_T_7.2","LEPS _ 7","LEPS",31.65337603,55.8256773,5.05,3.05323310238333,7.2,0.604600614333333,1715.98,325.5675,"LEPS _T_ 7.2"
"234","LEPS_T_7.3","LEPS _ 7","LEPS",31.41222935,57.02083441,5.06,3.05927910852667,7.3,0.604600614333333,1444.189,197.6833,"LEPS _T_ 7.3"
"235","LEPS_T_8.1","LEPS _ 8","LEPS",38.91151464,53.70195837,5.15,3.11369316381667,8.1,0.604600614333333,1410.1905,321.2734,"LEPS _T_ 8.1"
"236","LEPS_T_8.2","LEPS _ 8","LEPS",37.76787159,54.12460812,5.11,3.08950913924333,8.2,0.604600614333333,1161.3955,341.9388,"LEPS _T_ 8.2"
"237","LEPS_T_8.3","LEPS _ 8","LEPS",37.08213435,55.13273344,4.97,3.00486505323667,8.3,0.604600614333333,1298.7775,441.37445,"LEPS _T_ 8.3"
"238","LEPS_T_9.1","LEPS _ 9","LEPS",29.02438116,55.85652084,4.93,2.98068102866333,9.1,0.604600614333333,3401.7385,286.5179,"LEPS _T_ 9.1"
"239","LEPS_T_9.2","LEPS _ 9","LEPS",31.29022632,56.36612388,5.16,3.11973916996,9.2,0.604600614333333,2701.049,217.81205,"LEPS _T_ 9.2"
"240","LEPS_T_9.3","LEPS _ 9","LEPS",30.23885052,55.74874137,5.02,3.03509508395333,9.3,0.604600614333333,1400.179,109.5197,"LEPS _T_ 9.3"
"241","LSUR_T_1.1","LSUR _ 1","LSUR",14.73523674,12.31760236,5.06,3.17641809166,1.1,0.627750611,6034.251,773.3695,"LSUR _T_ 1.1"
"242","LSUR_T_1.2","LSUR _ 1","LSUR",16.78799333,13.40385277,4.98,3.12619804278,1.2,0.627750611,2990.972,378.8426,"LSUR _T_ 1.2"
"243","LSUR_T_1.3","LSUR _ 1","LSUR",15.93543704,12.53224505,5.14,3.22663814054,1.3,0.627750611,2850.968,84.364,"LSUR _T_ 1.3"
"244","LSUR_T_10.1","LSUR _ 10","LSUR",30.8352965,53.18240562,4.97,2.76426473736,10.1,0.556190088,8088.819,146.24795,"LSUR _T_ 10.1"
"245","LSUR_T_10.2","LSUR _ 10","LSUR",32.03549032,52.96772675,4.94,2.74757903472,10.2,0.556190088,7901.5055,22.65175,"LSUR _T_ 10.2"
"246","LSUR_T_10.3","LSUR _ 10","LSUR",32.88802034,52.09609333,5.07,2.81988374616,10.3,0.556190088,8183.784,87.7486,"LSUR _T_ 10.3"
"247","LSUR_T_11.1","LSUR _ 11","LSUR",25.35713582,21.14307975,5.05,2.9420006089,11.1,0.582574378,3636.7555,99.858,"LSUR _T_ 11.1"
"248","LSUR_T_11.2","LSUR _ 11","LSUR",24.41702546,21.91944612,5.03,2.93034912134,11.2,0.582574378,2843.8175,450.0582,"LSUR _T_ 11.2"
"249","LSUR_T_11.3","LSUR _ 11","LSUR",26.57332279,21.05681562,5.09,2.96530358402,11.3,0.582574378,5637.7495,511.628,"LSUR _T_ 11.3"
"250","LSUR_T_12.1","LSUR _ 12","LSUR",35.56122237,34.62836194,4.96,2.76814300112,12.1,0.558093347,7432.7245,143.18355,"LSUR _T_ 12.1"
"251","LSUR_T_12.2","LSUR _ 12","LSUR",36.29089031,33.65156261,5.07,2.82953326929,12.2,0.558093347,5789.748,86.85755,"LSUR _T_ 12.2"
"252","LSUR_T_12.3","LSUR _ 12","LSUR",36.31783145,32.43261782,5.15,2.87418073705,12.3,0.558093347,6394.0325,0,"LSUR _T_ 12.3"
"253","LSUR_T_13.1","LSUR _ 13","LSUR",39.14084282,16.60634281,4.97,3.03116435825,13.1,0.609892225,4465.1035,11.8535,"LSUR _T_ 13.1"
"254","LSUR_T_13.2","LSUR _ 13","LSUR",38.01287759,17.06921069,4.94,3.0128675915,13.2,0.609892225,6575.8655,29.80195,"LSUR _T_ 13.2"
"255","LSUR_T_13.3","LSUR _ 13","LSUR",40.32795691,16.88439381,5.15,3.14094495875,13.3,0.609892225,4852.683,18.1282,"LSUR _T_ 13.3"
"256","LSUR_T_14.1","LSUR _ 14","LSUR",34.4218776,20.72760433,5.07,2.95496789328,14.1,0.582833904,4618.5415,0,"LSUR _T_ 14.1"
"257","LSUR_T_14.2","LSUR _ 14","LSUR",34.63120647,19.52646584,4.97,2.89668450288,14.2,0.582833904,5987.662,195.89425,"LSUR _T_ 14.2"
"258","LSUR_T_14.3","LSUR _ 14","LSUR",33.55405157,21.58400974,5.09,2.96662457136,14.3,0.582833904,6109.0765,1120.1335,"LSUR _T_ 14.3"
"259","LSUR_T_15.1","LSUR _ 15","LSUR",22.30210931,19.78195454,4.93,3.04993280111,15.1,0.618647627,6618.7085,416.78785,"LSUR _T_ 15.1"
"260","LSUR_T_15.2","LSUR _ 15","LSUR",21.5898171,18.79241321,4.95,3.06230575365,15.2,0.618647627,3678.2585,147.99905,"LSUR _T_ 15.2"
"261","LSUR_T_15.3","LSUR _ 15","LSUR",20.43534357,18.40031232,5.07,3.13654346889,15.3,0.618647627,5313.114,181.0665,"LSUR _T_ 15.3"
"262","LSUR_T_16.1","LSUR _ 16","LSUR",22.41861994,31.53223885,5.06,2.96331491654,16.1,0.585635359,1907.8735,56.2139,"LSUR _T_ 16.1"
"263","LSUR_T_16.2","LSUR _ 16","LSUR",20.40563619,32.69053327,5.01,2.93403314859,16.2,0.585635359,2175.9035,516.3874,"LSUR _T_ 16.2"
"264","LSUR_T_16.3","LSUR _ 16","LSUR",21.59747856,32.43350411,5.02,2.93988950218,16.3,0.585635359,4906.984,64.38555,"LSUR _T_ 16.3"
"265","LSUR_T_17.1","LSUR _ 17","LSUR",23.03543704,35.63224505,4.93,2.91583867944,17.1,0.591448008,3391.818,246.7499,"LSUR _T_ 17.1"
"266","LSUR_T_17.2","LSUR _ 17","LSUR",21.83523674,35.41760236,5.07,2.99864140056,17.2,0.591448008,2417.3805,69.63875,"LSUR _T_ 17.2"
"267","LSUR_T_17.3","LSUR _ 17","LSUR",23.88799333,36.50385277,5.01,2.96315452008,17.3,0.591448008,4968.2595,56.35985,"LSUR _T_ 17.3"
"268","LSUR_T_18.1","LSUR _ 18","LSUR",15.7208971,64.79491136,5.06,2.7692760656,18.1,0.54728776,NA,NA,"LSUR _T_ 18.1"
"269","LSUR_T_18.2","LSUR _ 18","LSUR",15.45863162,65.98561244,4.93,2.6981286568,18.2,0.54728776,5471.4145,190.31645,"LSUR _T_ 18.2"
"270","LSUR_T_18.3","LSUR _ 18","LSUR",15.93643442,67.10733287,5.07,2.7747489432,18.3,0.54728776,6566.5555,223.9848,"LSUR _T_ 18.3"
"271","LSUR_T_19.1","LSUR _ 19","LSUR",12.51644229,64.94407262,5.01,3.01619518467,19.1,0.602034967,6528.539,221.6898,"LSUR _T_ 19.1"
"272","LSUR_T_19.2","LSUR _ 19","LSUR",12.73643076,66.14330459,4.97,2.99211378599,19.2,0.602034967,5594.464,377.24295,"LSUR _T_ 19.2"
"273","LSUR_T_19.3","LSUR _ 19","LSUR",13.61182868,66.99196867,4.97,2.99211378599,19.3,0.602034967,5557.101,161.71575,"LSUR _T_ 19.3"
"274","LSUR_T_2.1","LSUR _ 2","LSUR",12.24144433,22.30500789,5.06,3.11422508012,2.1,0.615459502,3153.92,164.30475,"LSUR _T_ 2.1"
"275","LSUR_T_2.2","LSUR _ 2","LSUR",11.05684656,22.59359123,4.95,3.0465245349,2.2,0.615459502,4967.1665,17.8004,"LSUR _T_ 2.2"
"276","LSUR_T_2.3","LSUR _ 2","LSUR",13.37347601,22.75783955,4.9,3.0157515598,2.3,0.615459502,2070.901,271.30335,"LSUR _T_ 2.3"
"277","LSUR_T_20.1","LSUR _ 20","LSUR",22.51222935,76.82083441,5.15,2.8649185805,20.1,0.55629487,6782.608,0,"LSUR _T_ 20.1"
"278","LSUR_T_20.2","LSUR _ 20","LSUR",23.64363466,74.79261559,4.99,2.7759114013,20.2,0.55629487,7469.0905,78.2481,"LSUR _T_ 20.2"
"279","LSUR_T_20.3","LSUR _ 20","LSUR",22.75337603,75.6256773,4.96,2.7592225552,20.3,0.55629487,6420.4355,12.4372,"LSUR _T_ 20.3"
"280","LSUR_T_21.1","LSUR _ 21","LSUR",13.60759132,95.86571706,5.18,2.75849442358,21.1,0.532527881,5171.514,51.83625,"LSUR _T_ 21.1"
"281","LSUR_T_21.2","LSUR _ 21","LSUR",13.74106786,93.5471111,4.96,2.64133828976,21.2,0.532527881,6031.362,125.96475,"LSUR _T_ 21.2"
"282","LSUR_T_21.3","LSUR _ 21","LSUR",13.30330581,94.68505514,4.97,2.64666356857,21.3,0.532527881,6939.532,772.69235,"LSUR _T_ 21.3"
"283","LSUR_T_3.1","LSUR _ 3","LSUR",22.49012328,21.13022059,5.14,3.17217972746,3.1,0.617155589,2123.7655,437.08035,"LSUR _T_ 3.1"
"284","LSUR_T_3.2","LSUR _ 3","LSUR",21.53641705,21.88982354,4.98,3.07343483322,3.2,0.617155589,3336.1375,330.256,"LSUR _T_ 3.2"
"285","LSUR_T_3.3","LSUR _ 3","LSUR",23.70764673,21.06549882,5.12,3.15983661568,3.3,0.617155589,5918.2765,401.466,"LSUR _T_ 3.3"
"286","LSUR_T_4.1","LSUR _ 4","LSUR",25.01197502,23.81126508,4.98,2.89036807608,4.1,0.580395196,3055.541,300.63375,"LSUR _T_ 4.1"
"287","LSUR_T_4.2","LSUR _ 4","LSUR",23.81790429,24.0577348,4.99,2.89617202804,4.2,0.580395196,2346.0485,159.14725,"LSUR _T_ 4.2"
"288","LSUR_T_4.3","LSUR _ 4","LSUR",22.9888177,24.95169658,5.06,2.93679969176,4.3,0.580395196,7807.849,327.48345,"LSUR _T_ 4.3"
"289","LSUR_T_5.1","LSUR _ 5","LSUR",8.358929433,53.9180819,4.94,2.82827057058,5.1,0.572524407,3305.5,114.4369,"LSUR _T_ 5.1"
"290","LSUR_T_5.2","LSUR _ 5","LSUR",8.439810244,55.13463874,5.17,2.95995118419,5.2,0.572524407,4927.0205,309.19735,"LSUR _T_ 5.2"
"291","LSUR_T_5.3","LSUR _ 5","LSUR",9.212008365,56.07817586,5,2.862622035,5.3,0.572524407,3487.8315,142.45395,"LSUR _T_ 5.3"
"292","LSUR_T_6.1","LSUR _ 6","LSUR",9.743689144,59.00741022,5.03,2.9892418301,6.1,0.59428267,2869.3575,204.52705,"LSUR _T_ 6.1"
"293","LSUR_T_6.2","LSUR _ 6","LSUR",8.612222692,56.97922551,4.97,2.9535848699,6.2,0.59428267,2833.605,25.4243,"LSUR _T_ 6.2"
"294","LSUR_T_6.3","LSUR _ 6","LSUR",8.853405406,58.17437535,4.92,2.9238707364,6.3,0.59428267,6036.842,23.5273,"LSUR _T_ 6.3"
"295","LSUR_T_8.1","LSUR _ 8","LSUR",22.95675519,60.80626398,5.14,2.96204845252,8.1,0.576274018,5742.421,2.07675,"LSUR _T_ 8.1"
"296","LSUR_T_8.2","LSUR _ 8","LSUR",21.97675801,61.5316313,4.84,2.78916624712,8.2,0.576274018,6176.017,199.562,"LSUR _T_ 8.2"
"297","LSUR_T_8.3","LSUR _ 8","LSUR",21.60001932,62.69120889,5.07,2.92170927126,8.3,0.576274018,2388.717,23.1006,"LSUR _T_ 8.3"
"298","LSUR_T_9.1","LSUR _ 9","LSUR",16.6347114,65.62179316,4.98,2.62450206108,9.1,0.527008446,7422.501,157.052,"LSUR _T_ 9.1"
"299","LSUR_T_9.2","LSUR _ 9","LSUR",17.71736082,65.06105929,4.89,2.57707130094,9.2,0.527008446,6696.922,159.6728,"LSUR _T_ 9.2"
"300","LSUR_T_9.3","LSUR _ 9","LSUR",18.27326501,63.97592208,5,2.63504223,9.3,0.527008446,7966.15,157.426,"LSUR _T_ 9.3"
